Anio,SemanaEstadistica,PM25
2014,1,21.361100000000004
2014,18,31.156225
2014,19,39.91068571428571
2014,20,55.82248571428572
2014,21,55.54162
2014,22,59.666642857142854
2014,23,37.6845
2014,24,66.13694285714286
2014,25,61.66068571428571
2014,26,87.67859999999999
2014,27,52.97362857142856
2014,28,76.61067142857142
2014,29,50.60117142857143
2014,30,47.62962857142857
2014,31,55.410700000000006
2014,32,48.6845
2014,33,56.166642857142854
2014,34,36.30734285714286
2014,35,36.916642857142854
2014,36,27.690465714285715
2014,37,26.791937142857144
2014,38,28.98955
2014,39,28.4722
2014,40,21.944433333333336
2014,41,25.770816666666665
2014,42,26.460657142857144
2014,43,21.351757142857142
2014,44,15.045071428571429
2014,45,19.2738
2014,46,21.33385714285714
2014,47,15.5238
2014,48,16.5486
2014,49,20.232157142857144
2014,50,19.422642857142854
2014,51,14.559514285714286
2014,52,17.833342857142856
2015,1,20.177075000000002
2015,2,23.50594285714286
2015,3,27.154757142857143
2015,4,18.81548571428571
2015,5,20.374985714285714
2015,6,23.203457142857143
2015,7,24.446428571428573
2015,8,30.05744285714286
2015,9,18.946414285714287
2015,10,20.8274
2015,11,
2015,12,25.166683333333335
2015,13,19.52381857142857
2015,14,21.6607
2015,15,29.59144285714286
2015,16,28.999971428571428
2015,17,48.6209
2015,18,42.03114285714286
2015,19,44.56588
2015,20,59.96595714285714
2015,21,54.456599999999995
2015,22,74.54165
2015,23,62.257485714285714
2015,24,42.1757
2015,25,74.47175714285716
2015,26,67.61305714285714
2015,27,77.82734285714285
2015,28,57.71424285714286
2015,29,59.85115714285714
2015,30,77.55358571428572
2015,31,48.08927142857143
2015,32,28.190457142857145
2015,33,37.00592857142857
2015,34,37.2976
2015,35,40.836400000000005
2015,36,30.18452857142857
2015,37,32.13691428571428
2015,38,31.857114285714285
2015,39,39.981433333333335
2015,40,20.05952857142857
2015,41,16.86309
2015,42,22.696408571428574
2015,43,21.540885714285714
2015,44,20.489714285714285
2015,45,26.613085714285717
2015,46,18.232157142857144
2015,47,15.672628571428572
2015,48,15.88252857142857
2015,49,21.0714
2015,50,20.476185714285716
2015,51,17.47022857142857
2015,52,18.875842857142857
2015,53,18.41665
2016,1,15.261914285714285
2016,2,18.75959
2016,3,24.56547714285714
2016,4,14.863085714285715
2016,5,21.572185714285716
2016,6,18.617214285714287
2016,7,16.036571428571428
2016,8,18.159716666666668
2016,9,24.53262857142857
2016,10,14.7083
2016,11,29.48334
2016,12,36.77977142857143
2016,13,31.124985714285714
2016,14,27.922357142857145
2016,15,25.381465714285714
2016,16,30.141679999999997
2016,17,52.29196666666667
2016,18,44.27382857142857
2016,19,52.454185714285714
2016,20,46.54338571428571
2016,21,61.160714285714285
2016,22,29.311857142857143
2016,23,73.88682857142858
2016,24,94.22032857142857
2016,25,89.35117142857143
2016,26,74.29169999999999
2016,27,73.06542857142857
2016,28,39.47954285714286
2016,29,58.37262857142857
2016,30,40.225566666666666
2016,31,54.63767142857143
2016,32,60.20668571428571
2016,33,31.55951428571429
2016,34,32.53915
2016,35,36.49491428571429
2016,36,34.2976
2016,37,39.682542857142856
2016,38,28.660714285714285
2016,39,23.767857142857142
2016,40,17.91446857142857
2016,41,14.59687142857143
2016,42,10.8125
2016,43,22.54166
2016,44,12.398818571428572
2016,45,19.347157142857146
2016,46,18.85712857142857
2016,47,13.504138571428571
2016,48,23.192804285714285
2016,49,15.357157142857142
2016,50,28.496628571428573
2016,51,28.81857142857143
2016,52,18.09029
2016,53,13.625
2017,1,24.303542857142855
2017,2,18.147
2017,3,45.9913
2017,4,51.66862857142858
2017,5,38.166671428571426
2017,6,20.60832
2017,7,17.24147142857143
2017,8,19.81547142857143
2017,9,15.067785714285716
2017,10,17.77976142857143
2017,11,21.3333
2017,12,27.048916666666667
2017,13,20.862085714285715
2017,14,17.416667142857143
2017,15,25.273814285714284
2017,16,21.714285714285715
2017,17,37.19641428571429
2017,18,47.57142857142857
2017,19,29.571428571428573
2017,20,42.142857142857146
2017,21,56.285714285714285
2017,22,74.42857142857143
2017,23,62.142857142857146
2017,24,56.57142857142857
2017,25,51.142857142857146
2017,26,56.857142857142854
2017,27,62.142857142857146
2017,28,41.142857142857146
2017,29,56.42857142857143
2017,30,65.57142857142857
2017,31,65.42857142857143
2017,32,35.714285714285715
2017,33,37.714285714285715
2017,34,36.42857142857143
2017,35,28.142857142857142
2017,36,36.666666666666664
2017,37,37.666666666666664
2017,38,24.857142857142858
2017,39,27.714285714285715
2017,40,20.714285714285715
2017,41,18.142857142857142
2017,42,21.571428571428573
2017,43,13.285714285714286
2017,44,14.0
2017,45,18.428571428571427
2017,46,14.0
2017,47,16.857142857142858
2017,48,19.428571428571427
2017,49,20.857142857142858
2017,50,15.142857142857142
2017,51,19.142857142857142
2017,52,15.630212499999999
2018,1,14.25
2018,2,16.142857142857142
2018,3,16.857142857142858
2018,4,19.0
2018,5,21.714285714285715
2018,6,19.285714285714285
2018,7,21.833333333333332
2018,8,16.285714285714285
2018,9,17.5
2018,10,20.833333333333332
2018,11,16.428571428571427
2018,12,19.285714285714285
2018,13,25.857142857142858
2018,14,25.285714285714285
2018,15,21.6
2018,16,35.166666666666664
2018,17,36.0
2018,18,41.42857142857143
2018,19,34.0
2018,20,48.285714285714285
2018,21,58.714285714285715
2018,22,44.57142857142857
2018,23,48.285714285714285
2018,24,62.285714285714285
2018,25,65.71428571428571
2018,26,60.714285714285715
2018,27,37.57142857142857
2018,28,58.42857142857143
2018,29,41.857142857142854
2018,30,65.71428571428571
