Anio,SemanaEstadistica,PM25
2014,1,11.680563333333334
2014,12,22.22915
2014,13,23.799785714285715
2014,14,37.107128571428575
2014,15,42.428285714285714
2014,16,47.363057142857144
2014,17,39.803557142857144
2014,18,47.744014285714286
2014,19,37.604800000000004
2014,20,64.70827142857142
2014,21,80.61311428571427
2014,22,42.70838571428572
2014,23,27.25197142857143
2014,24,52.29398571428572
2014,25,94.7203
2014,26,112.68437142857144
2014,27,46.51187142857143
2014,28,100.7135
2014,29,88.90471428571428
2014,30,77.73217142857143
2014,31,43.63687142857143
2014,32,67.91087142857143
2014,33,100.80103333333334
2014,34,55.92854285714286
2014,35,50.76784285714286
2014,36,33.255928571428576
2014,37,48.29109999999999
2014,38,29.48807142857143
2014,39,22.779508571428572
2014,40,29.214285714285715
2014,41,32.62214285714286
2014,42,24.749985714285714
2014,43,9.64286
2014,44,16.31079
2014,45,13.596481428571428
2014,46,6.647144285714285
2014,47,9.973194285714285
2014,48,8.70516857142857
2014,49,8.119045714285715
2014,50,7.6011871428571425
2014,51,7.327378571428572
2014,52,6.023548571428571
2015,1,9.010425
2015,2,6.934521428571429
2015,3,6.271471428571429
2015,4,6.166664285714286
2015,5,7.232483333333334
2015,6,
2015,7,
2015,8,
2015,9,
2015,10,
2015,11,8.80554
2015,12,9.172622857142857
2015,13,13.334374285714286
2015,14,11.76785142857143
2015,15,18.208357142857142
2015,16,42.63688571428571
2015,17,78.90468571428572
2015,18,59.44718571428571
2015,19,107.45247142857144
2015,20,69.60128571428571
2015,21,70.0488
2015,22,105.60012857142858
2015,23,38.30867142857143
2015,24,58.65865714285714
2015,25,115.4895
2015,26,120.85260000000001
2015,27,89.76837142857143
2015,28,66.54585714285714
2015,29,60.588271428571424
2015,30,89.5145857142857
2015,31,37.97967142857143
2015,32,52.16277142857143
2015,33,127.72745714285715
2015,34,44.59025714285714
2015,35,32.910585714285716
2015,36,55.880100000000006
2015,37,66.48794285714285
2015,38,74.68677142857143
2015,39,40.139542857142864
2015,40,31.6535
2015,41,25.05577142857143
2015,42,29.64602857142857
2015,43,16.837285714285713
2015,44,14.90261142857143
2015,45,10.590695714285715
2015,46,7.4701200000000005
2015,47,14.631594285714286
2015,48,9.76971
2015,49,6.155645714285714
2015,50,5.078977142857143
2015,51,5.0327971428571425
2015,52,5.834701428571429
2015,53,5.4596525
2016,1,7.907201428571428
2016,2,4.335424285714286
