Anio,SemanaEstadistica,PM25
2014,1,6.99999875
2014,2,7.603123999999999
2014,3,6.276135714285714
2014,4,7.81115
2014,5,7.731881428571429
2014,6,10.857141428571428
2014,7,11.05381857142857
2014,8,9.999994285714285
2014,9,10.095227142857143
2014,10,16.482157142857144
2014,11,13.773814285714286
2014,12,12.018375714285714
2014,13,17.702157142857143
2014,14,40.392314285714285
2014,15,46.008300000000006
2014,16,39.65472857142857
2014,17,37.3872
2014,18,56.113099999999996
2014,19,27.43295714285714
2014,20,41.37498571428572
2014,21,68.14387142857143
2014,22,22.53138571428571
2014,23,50.4232
2014,24,65.33992857142857
2014,25,128.1309
2014,26,87.87907142857144
2014,27,34.233157142857145
2014,28,129.90584285714286
2014,29,59.66658571428571
2014,30,113.0815
2014,31,27.45072
2014,32,74.84827142857144
2014,33,73.91887142857142
2014,34,64.82724285714286
2014,35,51.59974285714286
2014,36,32.2254
2014,37,40.69227142857143
2014,38,29.85081666666667
2014,39,26.193057142857146
2014,40,21.3755
2014,41,32.39001428571429
2014,42,21.380133333333333
2014,43,15.593171428571429
2014,44,20.079585714285713
2014,45,12.951422857142857
2014,46,9.280175714285715
2014,47,8.955162857142858
2014,48,8.612045714285715
2014,49,7.923678571428572
2014,50,7.869711428571429
2014,51,8.257115714285714
2014,52,6.799961428571429
2015,1,9.282885
2015,2,7.0258771428571425
2015,3,6.690472857142857
2015,4,8.674218333333334
2015,5,8.496891428571429
2015,6,9.15987
2015,7,8.410708571428572
2015,8,9.559525714285714
2015,9,13.264751428571428
2015,10,10.402786666666666
2015,11,11.564941428571428
2015,12,12.192031428571429
2015,13,21.176433333333332
2015,14,
2015,15,
2015,16,34.020849999999996
2015,17,116.39955714285715
2015,18,61.6616
2015,19,88.88094285714286
2015,20,32.9857
2015,21,47.72732857142857
2015,22,53.91137142857143
2015,23,21.050255714285715
2015,24,66.18637142857143
2015,25,110.44351428571429
2015,26,137.97635
2015,27,78.31737142857143
2015,28,75.55767142857142
2015,29,71.8928
2015,30,30.85662857142857
2015,31,35.90547142857143
2015,32,40.56505714285714
2015,33,97.20001428571429
2015,34,63.966257142857145
2015,35,21.897057142857143
2015,36,35.760085714285715
2015,37,40.914671428571424
2015,38,46.29035714285714
2015,39,35.87327142857143
2015,40,25.09891142857143
2015,41,31.223914285714283
2015,42,28.465742857142857
2015,43,19.13162857142857
2015,44,15.241384285714286
2015,45,8.213055714285714
2015,46,6.593586
2015,47,14.655558571428571
2015,48,10.275238571428572
2015,49,4.313838571428572
2015,50,4.334245714285714
2015,51,6.110314285714286
2015,52,6.399105714285715
2015,53,4.23739
2016,1,3.771495
2016,2,4.118908
2016,3,3.223926
2016,4,2.092164
2016,5,3.309697142857143
2016,6,3.127507142857143
2016,7,3.25499
2016,8,4.116734285714285
2016,9,4.815077142857143
2016,10,5.351112857142858
2016,11,9.263501428571429
2016,12,8.387957142857143
2016,13,21.96278571428571
2016,14,28.014314285714285
2016,15,19.643845714285714
2016,16,53.85695714285714
2016,17,129.4893857142857
2016,18,80.99462
2016,19,104.58402857142858
2016,20,163.9338857142857
2016,21,138.6144
2016,22,60.88415714285714
2016,23,68.76648571428572
2016,24,87.47661428571428
2016,25,83.29907142857142
2016,26,140.74691428571427
2016,27,64.9248
2016,28,82.83707142857143
2016,29,102.0166
2016,30,49.50445714285714
2016,31,62.98735714285714
2016,32,82.24645714285714
2016,33,76.20458571428571
2016,34,47.3985
2016,35,44.324242857142856
2016,36,82.52518571428571
2016,37,34.163599999999995
2016,38,50.89345714285714
2016,39,29.498257142857142
2016,40,43.961457142857135
2016,41,25.641640000000002
2016,42,36.32402857142857
2016,43,11.213405714285715
2016,44,12.838031428571428
2016,45,5.634315
2016,46,6.822367142857142
2016,47,5.428328571428572
2016,48,3.7234871428571426
2016,49,2.927655714285714
2016,50,4.01384
2016,51,5.970602857142857
2016,52,2.742625
2016,53,3.1526333333333327
2017,1,3.47489
2017,2,5.421443333333333
2017,3,4.897011428571429
2017,4,4.620244285714286
2017,5,4.090585714285714
2017,6,4.849087142857143
2017,7,5.861938571428571
2017,8,2.8081228571428576
2017,9,9.556862857142859
2017,10,19.76658
2017,11,12.977527142857143
2017,12,21.126374285714288
2017,13,29.782214285714286
2017,14,43.10962857142857
2017,15,38.38955714285714
2017,16,28.773142857142858
2017,17,36.44698571428571
2017,18,35.0
2017,19,52.857142857142854
2017,20,95.57142857142857
2017,21,101.16666666666667
2017,22,76.0
2017,23,82.14285714285714
2017,24,87.42857142857143
2017,25,98.85714285714286
2017,26,57.57142857142857
2017,27,91.85714285714286
2017,28,116.57142857142857
2017,29,57.0
2017,30,34.42857142857143
2017,31,58.57142857142857
2017,32,22.714285714285715
2017,33,58.714285714285715
2017,34,39.0
2017,35,48.857142857142854
2017,36,68.42857142857143
2017,37,68.42857142857143
2017,38,41.142857142857146
2017,39,21.4
2017,40,37.2
2017,41,29.166666666666668
2017,42,28.0
2017,43,12.8
2017,44,17.5
2017,45,12.571428571428571
2017,46,12.142857142857142
2017,47,7.714285714285714
2017,48,11.571428571428571
2017,49,6.571428571428571
2017,50,6.428571428571429
2017,51,7.285714285714286
2017,52,4.2713325
2018,1,8.75
2018,2,8.0
2018,3,7.142857142857143
2018,4,11.571428571428571
2018,5,8.0
2018,6,8.857142857142858
2018,7,8.857142857142858
2018,8,11.142857142857142
2018,9,8.428571428571429
2018,10,11.714285714285714
2018,11,22.142857142857142
2018,12,27.571428571428573
2018,13,26.142857142857142
2018,14,42.142857142857146
2018,15,57.714285714285715
